FIPS,Name,Area,Pop_2000,Pop_2010
34029,Ocean County,629,510916,576567
34031,Passaic County,185,489049,501226
34033,Salem County,332,64285,66083
34035,Somerset County,302,297490,323444
34037,Sussex County,519,144166,149265
34039,Union County,103,522541,536499
34041,Warren County,357,102437,108692
35001,Bernalillo County,1161,556678,662564
35003,Catron County,6924,3543,3725
35005,Chaves County,6065,61382,65645
35006,Cibola County,4539,25595,27213
35007,Colfax County,3758,14189,13750
35009,Curry County,1405,45044,48376
35011,De Baca County,2323,2240,2022
35013,Doña Ana County,3808,174682,209233
35015,Eddy County,4176,51658,53829
35017,Grant County,3962,31002,29514
35019,Guadalupe County,3030,4680,4687
35021,Harding County,2125,810,695
35023,Hidalgo County,3437,5932,4894
35025,Lea County,4391,55511,64727
35027,Lincoln County,4831,19411,20497
35028,Los Alamos County,109,18343,17950
35029,Luna County,2965,25016,25095
35031,McKinley County,5450,74798,71492
35033,Mora County,1931,5180,4881
35035,Otero County,6613,62298,63797
35037,Quay County,2874,10155,9041
35039,Rio Arriba County,5861,41190,40246
35041,Roosevelt County,2447,18018,19846
35043,Sandoval County,3711,89908,131561
35045,San Juan County,5513,113801,130044
35047,San Miguel County,4716,30126,29393
35049,Santa Fe County,1909,129292,144170
35051,Sierra County,4179,13270,11988
35053,Socorro County,6647,18078,17866
35055,Taos County,2203,29979,32937
35057,Torrance County,3345,16911,16383
35059,Union County,3824,4174,4549
35061,Valencia County,1066,66152,76569
36001,Albany County,523,294565,304204
36003,Allegany County,1029,49927,48946
36005,Bronx County,42,1332650,1385108
36007,Broome County,706,200536,200600
36009,Cattaraugus County,1308,83955,80317
36011,Cayuga County,692,81963,80026
36013,Chautauqua County,1060,139750,134905
36015,Chemung County,407,91070,88830
36017,Chenango County,894,51401,50477
36019,Clinton County,1038,79894,82128
36021,Columbia County,635,63094,63096
36023,Cortland County,499,48599,49336
36025,Delaware County,1442,48055,47980
36027,Dutchess County,796,280150,297488
36029,Erie County,1043,950265,919040
36031,Essex County,1794,38851,39370
36033,Franklin County,1629,51134,51599
36035,Fulton County,495,55073,55531
36037,Genesee County,493,60370,60079
36039,Greene County,647,48195,49221
36041,Hamilton County,1717,5379,4836
36043,Herkimer County,1411,64427,64519
36045,Jefferson County,1269,111738,116229
36047,Kings County,71,2465326,2504700
36049,Lewis County,1275,26944,27087
36051,Livingston County,632,64328,65393
36053,Madison County,655,69441,73442
36055,Monroe County,657,735343,744344
36057,Montgomery County,403,49708,50219
36059,Nassau County,285,1334544,1339532
36061,New York County,23,1537195,1585873
36063,Niagara County,522,219846,216469
36065,Oneida County,1212,235469,234878
36067,Onondaga County,778,458336,467026
36069,Ontario County,644,100224,107931
36071,Orange County,812,341367,372813
36073,Orleans County,391,44171,42883
36075,Oswego County,952,122377,122109
36077,Otsego County,1002,61676,62259
36079,Putnam County,230,95745,99710
36081,Queens County,109,2229379,2230722
36083,Rensselaer County,652,152538,159429
36085,Richmond County,58,443728,468730
36087,Rockland County,174,286753,311687
36089,St. Lawrence County,2680,111931,111944
36091,Saratoga County,810,200635,219607
36093,Schenectady County,205,146555,154727
36095,Schoharie County,622,31582,32749
36097,Schuyler County,328,19224,18343
36099,Seneca County,324,33342,35251
36101,Steuben County,1391,98726,98990
36103,Suffolk County,912,1419369,1493350
36105,Sullivan County,968,73966,77547
36107,Tioga County,519,51784,51125
36109,Tompkins County,475,96501,101564
36111,Ulster County,1124,177749,182493
36113,Warren County,867,63303,65707
36115,Washington County,831,61042,63216
36117,Wayne County,604,93765,93772
36119,Westchester County,431,923459,949113
36121,Wyoming County,593,43424,42155
36123,Yates County,338,24621,25348
37001,Alamance County,424,130800,151131
37003,Alexander County,260,33603,37198
37005,Alleghany County,235,10677,11155
37007,Anson County,531,25275,26948
37009,Ashe County,426,24384,27281
37011,Avery County,247,17167,17797
37013,Beaufort County,827,44958,47759
37015,Bertie County,699,19773,21282
37017,Bladen County,874,32278,35190
37019,Brunswick County,847,73143,107431
37021,Buncombe County,657,206330,238318
37023,Burke County,507,89148,90912
37025,Cabarrus County,362,131063,178011
37027,Caldwell County,472,77415,83029
37029,Camden County,241,6885,9980
37031,Carteret County,506,59383,66469
37033,Caswell County,425,23501,23719
37035,Catawba County,399,141685,154358
37037,Chatham County,682,49329,63505
37039,Cherokee County,455,24298,27444
37041,Chowan County,172,14526,14793
37043,Clay County,215,8775,10587
37045,Cleveland County,464,96287,98078
37047,Columbus County,937,54749,58098
37049,Craven County,709,91436,103505
37051,Cumberland County,652,302963,319431
37053,Currituck County,262,18190,23547
37055,Dare County,383,29967,33920
37057,Davidson County,553,147246,162878
37059,Davie County,264,34835,41240
37061,Duplin County,816,49063,58505
37063,Durham County,286,223314,267587
37065,Edgecombe County,505,55606,56552
37067,Forsyth County,408,306067,350670
37069,Franklin County,492,47260,60619
37071,Gaston County,356,190365,206086
37073,Gates County,340,10516,12197
37075,Graham County,292,7993,8861
37077,Granville County,532,48498,59916
37079,Greene County,266,18974,21362
37081,Guilford County,646,421048,488406
37083,Halifax County,724,57370,54691
37085,Harnett County,595,91025,114678
37087,Haywood County,554,54033,59036
37089,Henderson County,373,89173,106740
37091,Hertford County,353,22601,24669
37093,Hoke County,391,33646,46952
37095,Hyde County,613,5826,5810
37097,Iredell County,574,122660,159437
37099,Jackson County,491,33121,40271
37101,Johnston County,791,121965,168878
37103,Jones County,471,10381,10153
37105,Lee County,255,49040,57866
37107,Lenoir County,401,59648,59495
37109,Lincoln County,298,63780,78265
37111,McDowell County,441,42151,44996
37113,Macon County,516,29811,33922
37115,Madison County,450,19635,20764
37117,Martin County,461,25593,24505
37119,Mecklenburg County,524,695454,919628
37121,Mitchell County,221,15687,15579
37123,Montgomery County,492,26822,27798
37125,Moore County,698,74769,88247
37127,Nash County,540,87420,95840
37129,New Hanover County,192,160307,202667
37131,Northampton County,537,22086,22099
37133,Onslow County,763,150355,177772
37135,Orange County,398,118227,133801
37137,Pamlico County,337,12934,13144
37139,Pasquotank County,227,34897,40661
37141,Pender County,870,41082,52217
37143,Perquimans County,247,11368,13453
37145,Person County,392,35623,39464
37147,Pitt County,652,133798,168148
37149,Polk County,238,18324,20510
37151,Randolph County,783,130454,141752
37153,Richmond County,474,46564,46639
37155,Robeson County,949,123339,134168
37157,Rockingham County,566,91928,93643
37159,Rowan County,511,130340,138428
37161,Rutherford County,564,62899,67810
37163,Sampson County,945,60161,63431
37165,Scotland County,319,35998,36157
37167,Stanly County,395,58100,60585
37169,Stokes County,449,44711,47401
37171,Surry County,532,71219,73673
37173,Swain County,528,12968,13981
37175,Transylvania County,379,29334,33090
37177,Tyrrell County,389,4149,4407
37179,Union County,632,123677,201292
37181,Vance County,254,42954,45422
37183,Wake County,835,627846,900993
37185,Warren County,428,19972,20972
37187,Washington County,348,13723,13228
37189,Watauga County,313,42695,51079
37191,Wayne County,553,113329,122623
37193,Wilkes County,754,65632,69340
37195,Wilson County,368,73814,81234
37197,Yadkin County,335,36348,38406
37199,Yancey County,313,17774,17818
38001,Adams County,988,2593,2343
38003,Barnes County,1492,11775,11066
38005,Benson County,1389,6964,6660
38007,Billings County,1149,888,783
38009,Bottineau County,1668,7149,6429
38011,Bowman County,1162,3242,3151
38013,Burke County,1104,2242,1968
38015,Burleigh County,1633,69416,81308
38017,Cass County,1765,123138,149778
38019,Cavalier County,1489,4831,3993
38021,Dickey County,1131,5757,5289
38023,Divide County,1261,2283,2071
38025,Dunn County,2008,3600,3536
38027,Eddy County,630,2757,2385
38029,Emmons County,1510,4331,3550
38031,Foster County,635,3759,3343
38033,Golden Valley County,1001,1924,1680
38035,Grand Forks County,1436,66109,66861
38037,Grant County,1659,2841,2394
38039,Griggs County,709,2754,2420
38041,Hettinger County,1132,2715,2477
38043,Kidder County,1351,2753,2435
38045,LaMoure County,1146,4701,4139
38047,Logan County,993,2308,1990
38049,McHenry County,1874,5987,5395
38051,McIntosh County,975,3390,2809
38053,McKenzie County,2760,5737,6360
38055,McLean County,2111,9311,8962
38057,Mercer County,1043,8644,8424
38059,Morton County,1926,25303,27471
38061,Mountrail County,1825,6631,7673
38063,Nelson County,982,3715,3126
38065,Oliver County,723,2065,1846
38067,Pembina County,1119,8585,7413
38069,Pierce County,1019,4675,4357
38071,Ramsey County,1187,12066,11451
38073,Ransom County,862,5890,5457
38075,Renville County,877,2610,2470
38077,Richland County,1436,17998,16321
38079,Rolette County,903,13674,13937
38081,Sargent County,859,4366,3829
38083,Sheridan County,972,1710,1321
38085,Sioux County,1094,4044,4153
38087,Slope County,1215,767,727
38089,Stark County,1335,22636,24199
38091,Steele County,712,2258,1975
38093,Stutsman County,2222,21908,21100
38095,Towner County,1025,2876,2246
38097,Traill County,862,8477,8121
38099,Walsh County,1282,12389,11119
38101,Ward County,2013,58795,61675
38103,Wells County,1271,5102,4207
38105,Williams County,2077,19761,22398
39001,Adams County,584,27330,28550
39003,Allen County,403,108473,106331
39005,Ashland County,423,52523,53139
39007,Ashtabula County,702,102728,101497
39009,Athens County,504,62223,64757
39011,Auglaize County,401,46611,45949
39013,Belmont County,532,70226,70400
39015,Brown County,490,42285,44846
39017,Butler County,467,332807,368130
39019,Carroll County,395,28836,28836
39021,Champaign County,429,38890,40097
39023,Clark County,397,144742,138333
39025,Clermont County,452,177977,197363
39027,Clinton County,409,40543,42040
39029,Columbiana County,532,112075,107841
39031,Coshocton County,564,36655,36901
39033,Crawford County,402,46966,43784
39035,Cuyahoga County,457,1393978,1280122
39037,Darke County,598,53309,52959
39039,Defiance County,411,39500,39037
39041,Delaware County,443,109989,174214
39043,Erie County,252,79551,77079
39045,Fairfield County,504,122759,146156
39047,Fayette County,406,28433,29030
39049,Franklin County,532,1068978,1163414
39051,Fulton County,405,42084,42698
39053,Gallia County,467,31069,30934
39055,Geauga County,400,90895,93389
39057,Greene County,414,147886,161573
39059,Guernsey County,522,40792,40087
39061,Hamilton County,406,845303,802374
39063,Hancock County,531,71295,74782
39065,Hardin County,470,31945,32058
39067,Harrison County,402,15856,15864
39069,Henry County,416,29210,28215
39071,Highland County,553,40875,43589
39073,Hocking County,421,28241,29380
39075,Holmes County,423,38943,42366
39077,Huron County,491,59487,59626
39079,Jackson County,420,32641,33225
39081,Jefferson County,408,73894,69709
39083,Knox County,525,54500,60921
39085,Lake County,227,227511,230041
39087,Lawrence County,453,62319,62450
39089,Licking County,683,145491,166492
39091,Logan County,458,46005,45858
39093,Lorain County,491,284664,301356
39095,Lucas County,341,455054,441815
39097,Madison County,466,40213,43435
39099,Mahoning County,412,257555,238823
39101,Marion County,404,66217,66501
39103,Medina County,421,151095,172332
39105,Meigs County,430,23072,23770
39107,Mercer County,462,40924,40814
39109,Miami County,407,98868,102506
39111,Monroe County,456,15180,14642
39113,Montgomery County,462,559062,535153
39115,Morgan County,416,14897,15054
39117,Morrow County,406,31628,34827
39119,Muskingum County,665,84585,86074
39121,Noble County,398,14058,14645
39123,Ottawa County,255,40985,41428
39125,Paulding County,416,20293,19614
39127,Perry County,408,34078,36058
39129,Pickaway County,501,52727,55698
39131,Pike County,440,27695,28709
39133,Portage County,487,152061,161419
39135,Preble County,424,42337,42270
39137,Putnam County,483,34726,34499
39139,Richland County,495,128852,124475
39141,Ross County,689,73345,78064
39143,Sandusky County,408,61792,60944
39145,Scioto County,610,79195,79499
39147,Seneca County,551,58683,56745
39149,Shelby County,408,47910,49423
39151,Stark County,575,378098,375586
39153,Summit County,413,542899,541781
39155,Trumbull County,618,225116,210312
39157,Tuscarawas County,568,90914,92582
39159,Union County,432,40909,52300
39161,Van Wert County,409,29659,28744
39163,Vinton County,412,12806,13435
39165,Warren County,401,158383,212693
39167,Washington County,632,63251,61778
39169,Wayne County,555,111564,114520
39171,Williams County,421,39188,37642
39173,Wood County,617,121065,125488
39175,Wyandot County,407,22908,22615
40001,Adair County,573,21038,22683
40003,Alfalfa County,866,6105,5642
40005,Atoka County,976,13879,14182
40007,Beaver County,1815,5857,5636
40009,Beckham County,902,19799,22119
40011,Blaine County,928,11976,11943
40013,Bryan County,904,36534,42416
40015,Caddo County,1278,30150,29600
40017,Canadian County,897,87697,115541
40019,Carter County,822,45621,47557
40021,Cherokee County,749,42521,46987
40023,Choctaw County,770,15342,15205
40025,Cimarron County,1835,3148,2475
40027,Cleveland County,539,208016,255755
40029,Coal County,517,6031,5925
40031,Comanche County,1069,114996,124098
40033,Cotton County,633,6614,6193
40035,Craig County,761,14950,15029
40037,Creek County,950,67367,69967
40039,Custer County,989,26142,27469
40041,Delaware County,738,37077,41487
40043,Dewey County,999,4743,4810
40045,Ellis County,1232,4075,4151
40047,Garfield County,1058,57813,60580
40049,Garvin County,802,27210,27576
40051,Grady County,1101,45516,52431
40053,Grant County,1001,5144,4527
40055,Greer County,639,6061,6239
40057,Harmon County,537,3283,2922
40059,Harper County,1039,3562,3685
40061,Haskell County,577,11792,12769
40063,Hughes County,805,14154,14003
40065,Jackson County,803,28439,26446
40067,Jefferson County,759,6818,6472
40069,Johnston County,643,10513,10957
40071,Kay County,920,48080,46562
40073,Kingfisher County,898,13926,15034
40075,Kiowa County,1015,10227,9446
40077,Latimer County,722,10692,11154
40079,Le Flore County,1589,48109,50384
40081,Lincoln County,952,32080,34273
40083,Logan County,744,33924,41848
40085,Love County,514,8831,9423
40087,McClain County,571,27740,34506
40089,McCurtain County,1850,34402,33151
40091,McIntosh County,619,19456,20252
40093,Major County,955,7545,7527
40095,Marshall County,371,13184,15840
40097,Mayes County,655,38369,41259
40099,Murray County,416,12623,13488
40101,Muskogee County,810,69451,70990
40103,Noble County,732,11411,11561
40105,Nowata County,566,10569,10536
40107,Okfuskee County,619,11814,12191
40109,Oklahoma County,709,660448,718633
40111,Okmulgee County,697,39685,40069
40113,Osage County,2246,44437,47472
40115,Ottawa County,471,33194,31848
40117,Pawnee County,568,16612,16577
40119,Payne County,685,68190,77350
40121,Pittsburg County,1305,43953,45837
40123,Pontotoc County,720,35143,37492
40125,Pottawatomie County,788,65521,69442
40127,Pushmataha County,1396,11667,11572
40129,Roger Mills County,1141,3436,3647
40131,Rogers County,676,70641,86905
40133,Seminole County,633,24894,25482
40135,Sequoyah County,673,38972,42391
40137,Stephens County,870,43182,45048
40139,Texas County,2041,20107,20640
40141,Tillman County,871,9287,7992
40143,Tulsa County,570,563299,603403
40145,Wagoner County,562,57491,73085
40147,Washington County,415,48996,50976
40149,Washita County,1003,11508,11629
40151,Woods County,1286,9089,8878
40153,Woodward County,1242,18486,20081
41001,Baker County,3068,16741,16134
41003,Benton County,676,78153,85579
41005,Clackamas County,1870,338391,375992
41007,Clatsop County,829,35630,37039
41009,Columbia County,657,43560,49351
41011,Coos County,1596,62779,63043
41013,Crook County,2979,19182,20978
41015,Curry County,1627,21137,22364
41017,Deschutes County,3018,115367,157733
41019,Douglas County,5036,100399,107667
41021,Gilliam County,1205,1915,1871
41023,Grant County,4529,7935,7445
41025,Harney County,10133,7609,7422
41027,Hood River County,522,20411,22346
41029,Jackson County,2784,181269,203206
41031,Jefferson County,1781,19009,21720
41033,Josephine County,1640,75726,82713
41035,Klamath County,5941,63775,66380
41037,Lake County,8139,7422,7895
41039,Lane County,4553,322959,351715
41041,Lincoln County,980,44479,46034
41043,Linn County,2290,103069,116672
41045,Malheur County,9888,31615,31313
41047,Marion County,1182,284834,315335
41049,Morrow County,2032,10995,11173
41051,Multnomah County,431,660486,735334
41053,Polk County,741,62380,75403
41055,Sherman County,824,1934,1765
41057,Tillamook County,1103,24262,25250
41059,Umatilla County,3216,70548,75889
41061,Union County,2037,24530,25748
41063,Wallowa County,3146,7226,7008
41065,Wasco County,2382,23791,25213
41067,Washington County,724,445342,529710
41069,Wheeler County,1715,1547,1441
41071,Yamhill County,716,84992,99193
42001,Adams County,519,91292,101407
42003,Allegheny County,730,1281666,1223348
42005,Armstrong County,653,72392,68941
42007,Beaver County,435,181412,170539
42009,Bedford County,1012,49984,49762
42011,Berks County,857,373638,411442
42013,Blair County,526,129144,127089
42015,Bradford County,1147,62761,62622
42017,Bucks County,604,597635,625249
42019,Butler County,789,174083,183862
42021,Cambria County,688,152598,143679
42023,Cameron County,396,5974,5085
42025,Carbon County,381,58802,65249
42027,Centre County,1110,135758,153990
42029,Chester County,751,433501,498886
42031,Clarion County,601,41765,39988
42033,Clearfield County,1145,83382,81642
42035,Clinton County,888,37914,39238
42037,Columbia County,483,64151,67295
42039,Crawford County,1012,90366,88765
42041,Cumberland County,545,213674,235406
42043,Dauphin County,525,251798,268100
42045,Delaware County,184,550864,558979
42047,Elk County,827,35112,31946
42049,Erie County,799,280843,280566
42051,Fayette County,790,148644,136606
42053,Forest County,427,4946,7716
42055,Franklin County,772,129313,149618
42057,Fulton County,438,14261,14845
42059,Greene County,576,40672,38686
42061,Huntingdon County,875,45586,45913
42063,Indiana County,827,89605,88880
42065,Jefferson County,652,45932,45200
42067,Juniata County,391,22821,24636
42069,Lackawanna County,459,213295,214437
42071,Lancaster County,944,470658,519445
42073,Lawrence County,358,94643,91108
42075,Lebanon County,362,120327,133568
42077,Lehigh County,345,312090,349497
42079,Luzerne County,890,319250,320918
42081,Lycoming County,1229,120044,116111
42083,McKean County,979,45936,43450
42085,Mercer County,673,120293,116638
42087,Mifflin County,411,46486,46682
42089,Monroe County,608,138687,169842
42091,Montgomery County,483,750097,799874
42093,Montour County,130,18236,18267
42095,Northampton County,370,267066,297735
42097,Northumberland County,458,94556,94528
42099,Perry County,551,43602,45969
42101,Philadelphia County,134,1517550,1526006
42103,Pike County,545,46302,57369
42105,Potter County,1081,18080,17457
42107,Schuylkill County,779,150336,148289
42109,Snyder County,329,37546,39702
42111,Somerset County,1074,80023,77742
42113,Sullivan County,450,6556,6428
42115,Susquehanna County,823,42238,43356
42117,Tioga County,1134,41373,41981
42119,Union County,316,41624,44947
42121,Venango County,674,57565,54984
42123,Warren County,884,43863,41815
42125,Washington County,857,202897,207820
42127,Wayne County,726,47722,52822
42129,Westmoreland County,1028,369993,365169
42131,Wyoming County,397,28080,28276
42133,York County,904,381751,434972
44001,Bristol County,24,50648,49875
44003,Kent County,169,167090,166158
44005,Newport County,102,85433,82888
44007,Providence County,410,621602,626667
44009,Washington County,329,123546,126979
45001,Abbeville County,490,26167,25417
45003,Aiken County,1071,142552,160099
45005,Allendale County,408,11211,10419
45007,Anderson County,715,165740,187126
45009,Bamberg County,393,16658,15987
45011,Barnwell County,548,23478,22621
45013,Beaufort County,576,120937,162233
45015,Berkeley County,1099,142651,177843
45017,Calhoun County,381,15185,15175
45019,Charleston County,916,309969,350209
45021,Cherokee County,393,52537,55342
45023,Chester County,581,34068,33140
45025,Chesterfield County,799,42768,46734
45027,Clarendon County,607,32502,34971
45029,Colleton County,1056,38264,38892
45031,Darlington County,561,67394,68681
45033,Dillon County,405,30722,32062
45035,Dorchester County,573,96413,136555
45037,Edgefield County,500,24595,26985
45039,Fairfield County,686,23454,23956
45041,Florence County,800,125761,136885
45043,Georgetown County,814,55797,60158
45045,Greenville County,785,379616,451225
45047,Greenwood County,455,66271,69661
45049,Hampton County,560,21386,21090
45051,Horry County,1134,196629,269291
45053,Jasper County,655,20678,24777
45055,Kershaw County,727,52647,61697
45057,Lancaster County,549,61351,76652
45059,Laurens County,714,69567,66537
45061,Lee County,410,20119,19220
45063,Lexington County,699,216014,262391
45065,McCormick County,359,9958,10233
45067,Marion County,489,35466,33062
45069,Marlboro County,480,28818,28933
45071,Newberry County,630,36108,37508
45073,Oconee County,626,66215,74273
45075,Orangeburg County,1106,91582,92501
45077,Pickens County,496,110757,119224
45079,Richland County,757,320677,384504
45081,Saluda County,453,19181,19875
45083,Spartanburg County,808,253791,284307
45085,Sumter County,665,104646,107456
45087,Union County,514,29881,28961
45089,Williamsburg County,934,37217,34423
45091,York County,681,164614,226073
46003,Aurora County,708,3058,2710
46005,Beadle County,1259,17023,17398
46007,Bennett County,1185,3574,3431
46009,Bon Homme County,564,7260,7070
46011,Brookings County,792,28220,31965
46013,Brown County,1713,35460,36531
46015,Brule County,817,5364,5255
46017,Buffalo County,471,2032,1912
46019,Butte County,2250,9094,10110
46021,Campbell County,734,1782,1466
46023,Charles Mix County,1097,9350,9129
46025,Clark County,958,4143,3691
46027,Clay County,412,13537,13864
46029,Codington County,689,25897,27227
46031,Corson County,2470,4181,4050
46033,Custer County,1557,7275,8216
46035,Davison County,436,18741,19504
46037,Day County,1028,6267,5710
46039,Deuel County,623,4498,4364
46041,Dewey County,2302,5972,5301
46043,Douglas County,432,3458,3002
46045,Edmunds County,1126,4367,4071
46047,Fall River County,1740,7453,7094
46049,Faulk County,982,2640,2364
46051,Grant County,681,7847,7356
46053,Gregory County,1015,4792,4271
46055,Haakon County,1811,2196,1937
46057,Hamlin County,507,5540,5903
46059,Hand County,1437,3741,3431
46061,Hanson County,435,3139,3331
46063,Harding County,2671,1353,1255
46065,Hughes County,742,16481,17022
46067,Hutchinson County,813,8075,7343
46069,Hyde County,861,1671,1420
46071,Jackson County,1864,2930,3031
46073,Jerauld County,526,2295,2071
46075,Jones County,970,1193,1006
46077,Kingsbury County,832,5815,5148
46079,Lake County,563,11276,11200
46081,Lawrence County,800,21802,24097
46083,Lincoln County,577,24131,44828
46085,Lyman County,1642,3895,3755
46087,McCook County,574,5832,5618
46089,McPherson County,1137,2904,2459
46091,Marshall County,838,4576,4656
46093,Meade County,3471,24253,25434
46095,Mellette County,1307,2083,2048
46097,Miner County,570,2884,2389
46099,Minnehaha County,807,148281,169468
46101,Moody County,519,6595,6486
46103,Pennington County,2777,88565,100948
46105,Perkins County,2870,3363,2982
46107,Potter County,861,2693,2329
46109,Roberts County,1101,10016,10149
46111,Sanborn County,569,2675,2355
46113,Shannon County,2094,12466,13586
46115,Spink County,1504,7454,6415
46117,Stanley County,1444,2772,2966
46119,Sully County,1007,1556,1373
46121,Todd County,1389,9050,9612
46123,Tripp County,1612,6430,5644
46125,Turner County,617,8849,8347
46127,Union County,461,12584,14399
46129,Walworth County,709,5974,5438
46135,Yankton County,521,21652,22438
46137,Ziebach County,1961,2519,2801
47001,Anderson County,337,71330,75129
47003,Bedford County,474,37586,45058
47005,Benton County,394,16537,16489
47007,Bledsoe County,406,12367,12876
47009,Blount County,559,105823,123010
47011,Bradley County,329,87965,98963
47013,Campbell County,480,39854,40716
47015,Cannon County,266,12826,13801
47017,Carroll County,599,29475,28522
47019,Carter County,341,56742,57424
47021,Cheatham County,302,35912,39105
47023,Chester County,286,15540,17131
47025,Claiborne County,435,29862,32213
47027,Clay County,237,7976,7861
47029,Cocke County,435,33565,35662
47031,Coffee County,429,48014,52796
47033,Crockett County,266,14532,14586
47035,Cumberland County,681,46802,56053
47037,Davidson County,504,569891,626681
47039,Decatur County,334,11731,11757
47041,DeKalb County,304,17423,18723
47043,Dickson County,490,43156,49666
47045,Dyer County,512,37279,38335
47047,Fayette County,705,28806,38413
47049,Fentress County,499,16625,17959
47051,Franklin County,555,39270,41052
47053,Gibson County,603,48152,49683
47055,Giles County,611,29447,29485
47057,Grainger County,281,20659,22657
47059,Greene County,622,62909,68831
47061,Grundy County,361,14332,13703
47063,Hamblen County,161,58128,62544
47065,Hamilton County,542,307896,336463
47067,Hancock County,222,6786,6819
47069,Hardeman County,668,28105,27253
47071,Hardin County,577,25578,26026
47073,Hawkins County,487,53563,56833
47075,Haywood County,533,19797,18787
47077,Henderson County,520,25522,27769
47079,Henry County,562,31115,32330
47081,Hickman County,613,22295,24690
47083,Houston County,200,8088,8426
47085,Humphreys County,531,17929,18538
47087,Jackson County,308,10984,11638
47089,Jefferson County,274,44294,51407
47091,Johnson County,298,17499,18244
47093,Knox County,508,382032,432226
47095,Lake County,166,7954,7832
47097,Lauderdale County,472,27101,27815
47099,Lawrence County,617,39926,41869
47101,Lewis County,282,11367,12161
47103,Lincoln County,570,31340,33361
47105,Loudon County,229,39086,48556
47107,McMinn County,430,49015,52266
47109,McNairy County,563,24653,26075
47111,Macon County,307,20386,22248
47113,Madison County,557,91837,98294
47115,Marion County,498,27776,28237
47117,Marshall County,375,26767,30617
47119,Maury County,613,69498,80956
47121,Meigs County,195,11086,11753
47123,Monroe County,636,38961,44519
47125,Montgomery County,539,134768,172331
47127,Moore County,129,5740,6362
47129,Morgan County,522,19757,21987
47131,Obion County,545,32450,31807
47133,Overton County,433,20118,22083
47135,Perry County,415,7631,7915
47137,Pickett County,163,4945,5077
47139,Polk County,435,16050,16825
47141,Putnam County,401,62315,72321
47143,Rhea County,315,28400,31809
47145,Roane County,361,51910,54181
47147,Robertson County,476,54433,66283
47149,Rutherford County,619,182023,262604
47151,Scott County,532,21127,22228
47153,Sequatchie County,266,11370,14112
47155,Sevier County,593,71170,89889
47157,Shelby County,763,897472,927644
47159,Smith County,314,17712,19166
47161,Stewart County,459,12370,13324
47163,Sullivan County,413,153048,156823
47165,Sumner County,529,130449,160645
47167,Tipton County,458,51271,61081
47169,Trousdale County,114,7259,7870
47171,Unicoi County,186,17667,18313
47173,Union County,224,17808,19109
47175,Van Buren County,273,5508,5548
47177,Warren County,433,38276,39839
47179,Washington County,326,107198,122979
47181,Wayne County,734,16842,17021
47183,Weakley County,580,34895,35021
47185,White County,377,23102,25841
47187,Williamson County,583,126638,183182
47189,Wilson County,571,88809,113993
48001,Anderson County,1063,55109,58458
48003,Andrews County,1501,13004,14786
48005,Angelina County,798,80130,86771
48007,Aransas County,252,22497,23158
48009,Archer County,903,8854,9054
48011,Armstrong County,909,2148,1901
48013,Atascosa County,1220,38628,44911
48015,Austin County,647,23590,28417
48017,Bailey County,827,6594,7165
48019,Bandera County,791,17645,20485
48021,Bastrop County,888,57733,74171
48023,Baylor County,867,4093,3726
48025,Bee County,880,32359,31861
48027,Bell County,1051,237974,310235
48029,Bexar County,1240,1392931,1714773
48031,Blanco County,709,8418,10497
48033,Borden County,897,729,641
48035,Bosque County,983,17204,18212
48037,Bowie County,885,89306,92565
48039,Brazoria County,1358,241767,313166
48041,Brazos County,585,152415,194851
48043,Brewster County,6184,8866,9232
48045,Briscoe County,900,1790,1637
48047,Brooks County,943,7976,7223
48049,Brown County,944,37674,38106
48051,Burleson County,659,16470,17187
48053,Burnet County,994,34147,42750
48055,Caldwell County,545,32194,38066
48057,Calhoun County,507,20647,21381
48059,Callahan County,899,12905,13544
48061,Cameron County,891,335227,406220
48063,Camp County,196,11549,12401
48065,Carson County,920,6516,6182
48067,Cass County,937,30438,30464
48069,Castro County,894,8285,8062
48071,Chambers County,597,26031,35096
48073,Cherokee County,1053,46659,50845
48075,Childress County,696,7688,7041
48077,Clay County,1089,11006,10752
48079,Cochran County,775,3730,3127
48081,Coke County,911,3864,3320
48083,Coleman County,1262,9235,8895
